0,0.349250678,0.5,TRUE,4,,
1,0.399250678,0.5008,TRUE,5,,
2,0.449250678,0.5024,TRUE,7,,
3,0.499168821,0.5044,TRUE,8,,
4,0.547061468,0.5072,TRUE,8,,
5,0.593061468,0.5104,TRUE,10,,
6,0.637645065,0.5136,TRUE,10,,
7,0.67774343,0.5176,TRUE,10,,
8,0.715423865,0.5216,TRUE,10,,
9,0.749910773,0.5256,TRUE,12,,
10,0.783910773,0.5296,TRUE,16,,
11,0.817168092,0.5344,TRUE,18,,
12,0.847168092,0.5408,TRUE,20,,
13,0.877168092,0.548,TRUE,21,,
14,0.907168092,0.556,TRUE,25,,
15,0.934635347,0.5644,FALSE,25,,
16,0.884635347,0.5724,FALSE,25,,
17,0.834635347,0.5796,FALSE,21,,
18,0.784635347,0.586,FALSE,20,,
19,0.734635347,0.586,FALSE,18,,
20,0.684635347,0.586,FALSE,16,,
21,0.634635347,0.586,FALSE,0,,
22,0.584635347,0.586,FALSE,0,,0.01548011
23,0.534635347,0.586,FALSE,0,,
24,0.484635347,0.586,FALSE,0,,
25,0.434635347,0.586,FALSE,0,,
26,0.384635347,0.586,FALSE,0,,
27,0.334635347,0.586,FALSE,0,,
28,0.284635347,0.586,FALSE,0,,
29,0.234635347,0.586,FALSE,0,,
30,0.184635347,0.586,TRUE,0,,
31,0.234635347,0.586,TRUE,0,,
32,0.284635347,0.586,TRUE,0,,
33,0.334635347,0.586,TRUE,0,,
34,0.384635347,0.586,TRUE,0,,
35,0.434635347,0.586,TRUE,0,,
36,0.484635347,0.586,TRUE,0,,
37,0.534635347,0.586,TRUE,0,,
38,0.584635347,0.586,TRUE,0,,
39,0.634635347,0.586,TRUE,0,,
40,0.684635347,0.586,TRUE,16,,
41,0.734635347,0.586,TRUE,18,,
42,0.784635347,0.5924,TRUE,20,,
43,0.834635347,0.5996,TRUE,21,,
44,0.884635347,0.6076,TRUE,25,,
45,0.934635347,0.616,FALSE,25,,
46,0.884635347,0.624,FALSE,25,,
47,0.834635347,0.6312,FALSE,21,,
48,0.784635347,0.6376,FALSE,20,,
49,0.734635347,0.6376,FALSE,18,,
50,0.684635347,0.6376,FALSE,16,,
51,0.634635347,0.6376,FALSE,0,,
52,0.584635347,0.6376,FALSE,0,,
53,0.534635347,0.6376,FALSE,0,,
54,0.484635347,0.6376,FALSE,0,,
55,0.434635347,0.6376,FALSE,0,,
56,0.384635347,0.6376,FALSE,0,,
57,0.334635347,0.6376,FALSE,0,,
58,0.284635347,0.6376,FALSE,0,,
59,0.234635347,0.6376,FALSE,0,,
60,0.184635347,0.6376,TRUE,0,,
61,0.234635347,0.6376,TRUE,0,,
62,0.284635347,0.6376,TRUE,0,,
63,0.334635347,0.6376,TRUE,0,,
64,0.384635347,0.6376,TRUE,0,,
65,0.434635347,0.6376,TRUE,0,,
66,0.484635347,0.6376,TRUE,0,,
67,0.534635347,0.6376,TRUE,0,,
68,0.584635347,0.6376,TRUE,0,,
69,0.634635347,0.6376,TRUE,0,,
70,0.684635347,0.6376,TRUE,16,,
71,0.734635347,0.6376,TRUE,18,,
72,0.784635347,0.644,TRUE,20,,
73,0.834635347,0.6512,TRUE,21,,
74,0.884635347,0.6592,TRUE,25,,
75,0.934635347,0.6676,FALSE,25,,
76,0.884635347,0.6756,FALSE,25,,
77,0.834635347,0.6828,FALSE,21,,
78,0.784635347,0.6892,FALSE,20,,
79,0.734635347,0.6892,FALSE,18,,
80,0.684635347,0.6892,FALSE,16,,
81,0.634635347,0.6892,FALSE,0,,
82,0.584635347,0.6892,FALSE,0,,
83,0.534635347,0.6892,FALSE,0,,
84,0.484635347,0.6892,FALSE,0,,
85,0.434635347,0.6892,FALSE,0,,
86,0.384635347,0.6892,FALSE,0,,
87,0.334635347,0.6892,FALSE,0,,
88,0.284635347,0.6892,FALSE,0,,
89,0.234635347,0.6892,FALSE,0,,
90,0.184635347,0.6892,TRUE,0,,
91,0.234635347,0.6892,TRUE,0,,
92,0.284635347,0.6892,TRUE,0,,
93,0.334635347,0.6892,TRUE,0,,
94,0.384635347,0.6892,TRUE,0,,
95,0.434635347,0.6892,TRUE,0,,
96,0.484635347,0.6892,TRUE,0,,
97,0.534635347,0.6892,TRUE,0,,
98,0.584635347,0.6892,TRUE,0,,
99,0.634635347,0.6892,TRUE,0,,
100,0.684635347,0.6892,TRUE,16,,
101,0.734635347,0.6892,TRUE,18,,
102,0.784635347,0.6956,TRUE,20,,
103,0.834635347,0.7028,TRUE,21,,
104,0.884635347,0.7108,TRUE,25,,
105,0.934635347,0.7192,FALSE,25,,
106,0.884635347,0.7272,FALSE,25,,
107,0.834635347,0.7344,FALSE,21,,
108,0.784635347,0.7408,FALSE,20,,
109,0.734635347,0.7408,FALSE,18,,
110,0.684635347,0.7408,FALSE,16,,
111,0.634635347,0.7408,FALSE,0,,
112,0.584635347,0.7408,FALSE,0,,
113,0.534635347,0.7408,FALSE,0,,
114,0.484635347,0.7408,FALSE,0,,
115,0.434635347,0.7408,FALSE,0,,
116,0.384635347,0.7408,FALSE,0,,
117,0.334635347,0.7408,FALSE,0,,
118,0.284635347,0.7408,FALSE,0,,
119,0.234635347,0.7408,FALSE,0,,
120,0.184635347,0.7408,TRUE,0,,
121,0.234635347,0.7408,TRUE,0,,
122,0.284635347,0.7408,TRUE,0,,
123,0.334635347,0.7408,TRUE,0,,
124,0.384635347,0.7408,TRUE,0,,
125,0.434635347,0.7408,TRUE,0,,
126,0.484635347,0.7408,TRUE,0,,
127,0.534635347,0.7408,TRUE,0,,
128,0.584635347,0.7408,TRUE,0,,
129,0.634635347,0.7408,TRUE,0,,
130,0.684635347,0.7408,TRUE,16,,
131,0.734635347,0.7408,TRUE,18,,
132,0.784635347,0.7472,TRUE,20,,
133,0.834635347,0.7544,TRUE,21,,
134,0.884635347,0.7624,TRUE,25,,
135,0.934635347,0.7708,FALSE,25,,
136,0.884635347,0.7788,FALSE,25,,
137,0.834635347,0.786,FALSE,21,,
138,0.784635347,0.7924,FALSE,20,,
139,0.734635347,0.7924,FALSE,18,,
140,0.684635347,0.7924,FALSE,16,,
